Entity	Year	Annual COâ‚‚ emissions (per capita)
Uzbekistan	1915	59129363
Venezuela	1915	16344285
Vietnam	1915	90795055
World	1915	17155751
Zimbabwe	1915	69890445
Africa	1914	13367727
Andorra	1914	0
Argentina	1914	11512779
Armenia	1914	24944352
Asia	1914	13881424
Asia (excl. China and India)	1914	2855413
Australia	1914	53278804
Austria	1914	7571848
Azerbaijan	1914	65656245
Belarus	1914	54349273
Belgium	1914	5415255
Bhutan	1914	0
Brazil	1914	16880791
Brunei	1914	0
Bulgaria	1914	25308168
Canada	1914	8981634
Chile	1914	75702643
China	1914	61269186
Cote d'Ivoire	1914	0
Czechia	1914	4153638
Denmark	1914	32273786
Egypt	1914	25874218
Estonia	1914	10851486
Europe	1914	35111609
Europe (excl. EU-27)	1914	35527756
Europe (excl. EU-28)	1914	90509224
European Union (27)	1914	34864748
European Union (28)	1914	44781237
Finland	1914	22921847
France	1914	29899921
Georgia	1914	18085366
Germany	1914	7776015
Greece	1914	19906368
Guinea	1914	0
High-income countries	1914	57498446
Hungary	1914	14982786
India	1914	10660639
Indonesia	1914	13475138
Iran	1914	11363041
Ireland	1914	5784364
Italy	1914	7491461
Japan	1914	11084434
Kazakhstan	1914	15671738
Kyrgyzstan	1914	5093283
Latvia	1914	33190665
Lithuania	1914	43810064
Low-income countries	1914	56582596
Lower-middle-income countries	1914	11611026
Malaysia	1914	50428744
Mauritania	1914	0
Mexico	1914	6981197
Moldova	1914	67781806
Netherlands	1914	41213465
New Zealand	1914	45491734
North America	1914	10771895
North America (excl. USA)	1914	23087647
North Korea	1914	7545866
Norway	1914	3091719
Oceania	1914	42468805
Papua New Guinea	1914	0
Peru	1914	354562
Philippines	1914	2185363
Poland	1914	3884173
Portugal	1914	5687578
Romania	1914	48033848
Russia	1914	92251575
Sierra Leone	1914	0
Singapore	1914	0
Slovakia	1914	45562577
South Africa	1914	28303142
South America	1914	31464908
South Korea	1914	2454863
Spain	1914	8481831
Sweden	1914	2662914
Switzerland	1914	22273138
Taiwan	1914	2682975
Tajikistan	1914	33468947
Trinidad and Tobago	1914	80023444
Turkey	1914	11599801
Turkmenistan	1914	10755738
Tuvalu	1914	0
Ukraine	1914	80599964
United Kingdom	1914	10597855
United States	1914	13795953
Upper-middle-income countries	1914	23273672
Uzbekistan	1914	64991665
Venezuela	1914	94112
Vietnam	1914	87088846
World	1914	17521608
Zimbabwe	1914	6069139
Africa	1913	13460414
Andorra	1913	0
Argentina	1913	13820473
Armenia	1913	27895164
Asia	1913	13443941
Asia (excl. China and India)	1913	27847314
Australia	1913	4973088
Austria	1913	9276998
Azerbaijan	1913	734975
Belarus	1913	60794926
Belgium	1913	9083431
Bhutan	1913	0
Bosnia and Herzegovina	1913	3169889
Brazil	1913	25330278
Brunei	1913	0
Bulgaria	1913	17037946
Canada	1913	10621982
Chile	1913	9050275
China	1913	56213327
Cote d'Ivoire	1913	0
Croatia	1913	24925269
Czechia	1913	4583806
Denmark	1913	31860123
Egypt	1913	3426251
Estonia	1913	12171966
Europe	1913	39528267
Europe (excl. EU-27)	1913	3750833
Europe (excl. EU-28)	1913	10222319
European Union (27)	1913	4071668
European Union (28)	1913	50305033
Finland	1913	5572663
France	1913	4297789
Georgia	1913	20221335
Germany	1913	83334255
Greece	1913	24390729
Guinea	1913	0
High-income countries	1913	6384398
Hungary	1913	16899588
India	1913	105915904
Indonesia	1913	13351992
Iran	1913	8111822
Ireland	1913	51847875
Italy	1913	8257717
Japan	1913	10503626
Kazakhstan	1913	17517163
Kyrgyzstan	1913	56950825
Latvia	1913	35594675
Lithuania	1913	47258818
Low-income countries	1913	39894837
Lower-middle-income countries	1913	11900906
Malaysia	1913	218449
Mauritania	1913	0
Mexico	1913	80741984
Moldova	1913	7579699
Montenegro	1913	12481255
Netherlands	1913	4460978
New Zealand	1913	38371034
North America	1913	119819
North America (excl. USA)	1913	27014437
North Korea	1913	5376333
North Macedonia	1913	40721875
Norway	1913	28024375
Oceania	1913	3867985
Papua New Guinea	1913	0
Peru	1913	36586094
Philippines	1913	88903157
Poland	1913	46024585
Portugal	1913	6518441
Romania	1913	58269274
Russia	1913	10314403
Serbia	1913	66197264
Sierra Leone	1913	0
Singapore	1913	0
Slovakia	1913	50159035
Slovenia	1913	5075688
South Africa	1913	29671652
South America	1913	39413154
South Korea	1913	17427804
Spain	1913	85966367
Sweden	1913	28565013
Switzerland	1913	2454267
Taiwan	1913	25278312
Tajikistan	1913	37415123
Trinidad and Tobago	1913	62819254
Turkey	1913	14092723
Turkmenistan	1913	12026232
Tuvalu	1913	0
Ukraine	1913	9013907
United Kingdom	1913	10975125
United States	1913	15308516
Upper-middle-income countries	1913	25681454
Uzbekistan	1913	7264959
Venezuela	1913	47416827
Vietnam	1913	71249604
World	1913	19446292
Zimbabwe	1913	4261182
Africa	1912	123760745
Andorra	1912	0
Argentina	1912	13249954
Armenia	1912	25917193
Asia	1912	118079506
Asia (excl. China and India)	1912	25537303
Australia	1912	4719911
Austria	1912	7843966
Azerbaijan	1912	68355095
Belarus	1912	564992
Belgium	1912	86565895
Bhutan	1912	0
Bosnia and Herzegovina	1912	11629682
Brazil	1912	23969565
Brunei	1912	0
Bulgaria	1912	1963656
Canada	1912	9193391
Chile	1912	94561785
China	1912	39898846
Cote d'Ivoire	1912	0
Croatia	1912	9156841
Czechia	1912	44098825
Denmark	1912	31419694
Egypt	1912	7244242
Estonia	1912	11343154
Europe	1912	36603959
Europe (excl. EU-27)	1912	34569821
Europe (excl. EU-28)	1912	94222397
European Union (27)	1912	37790866
European Union (28)	1912	4651006
Finland	1912	50046897
France	1912	39597802
Georgia	1912	1878422
Germany	1912	7752086
Guinea	1912	0
High-income countries	1912	5941306
Hungary	1912	16024987
India	1912	9608166
Indonesia	1912	13359684
Iran	1912	23552094
Italy	1912	7690465
Japan	1912	96459967
Kazakhstan	1912	16267151
Kyrgyzstan	1912	52905786
Latvia	1912	31714272
Lithuania	1912	42353904
Low-income countries	1912	34589518
Lower-middle-income countries	1912	10781482
Malaysia	1912	6548695
Mauritania	1912	0
Mexico	1912	592863
Moldova	1912	7041931
Montenegro	1912	45147475
Netherlands	1912	4094524
New Zealand	1912	4504289
North America	1912	11233875
North America (excl. USA)	1912	22766318
North Korea	1912	47123868
North Macedonia	1912	1496255
Norway	1912	28143475
Oceania	1912	3774761
Papua New Guinea	1912	0
Peru	1912	34370875
Philippines	1912	45208787
Poland	1912	43458357
Portugal	1912	61866874
Romania	1912	5031133
Russia	1912	95811033
Serbia	1912	2457223
Sierra Leone	1912	0
Singapore	1912	0
Slovakia	1912	4812733
Slovenia	1912	18640225
South Africa	1912	27556145
South America	1912	38033766
South Korea	1912	15220849
Spain	1912	7940737
Sweden	1912	25596864
Switzerland	1912	23326352
Taiwan	1912	22322375
Tajikistan	1912	34749913
Trinidad and Tobago	1912	56536424
Turkey	1912	13703834
Turkmenistan	1912	11171725
Tuvalu	1912	0
Ukraine	1912	8375145
United Kingdom	1912	10082025
United States	1912	14455241
Upper-middle-income countries	1912	2265915
Uzbekistan	1912	67469877
Vietnam	1912	5978007
World	1912	18065919
Zimbabwe	1912	38650477
Africa	1911	116731
Andorra	1911	0
Argentina	1911	14295611
Armenia	1911	2309183
Asia	1911	116942406
Asia (excl. China and India)	1911	23736186
Australia	1911	4429124
Austria	1911	74583454
Azerbaijan	1911	6096517
Belarus	1911	5035346
Belgium	1911	8266107
Bhutan	1911	0
Bosnia and Herzegovina	1911	114438094
Brazil	1911	2016565
Brunei	1911	0
Bulgaria	1911	1986302
Canada	1911	8413321
Chile	1911	8593876
China	1911	5827084
Cote d'Ivoire	1911	0
Croatia	1911	90155736
Czechia	1911	41683717
Denmark	1911	268117
Egypt	1911	95592125
Estonia	1911	10136671
Europe	1911	35427163
Europe (excl. EU-27)	1911	3566353
Europe (excl. EU-28)	1911	8477645
European Union (27)	1911	35290172
European Union (28)	1911	4517646
Finland	1911	4469152
France	1911	3900818
Georgia	1911	16733566
Germany	1911	71282573
Greece	1911	16740057
Guinea	1911	0
High-income countries	1911	5688109
Hungary	1911	15694267
India	1911	8363586
Indonesia	1911	1555235
Iran	1911	124575915
Italy	1911	7351726
Japan	1911	8758014
Kazakhstan	1911	14486755
Kyrgyzstan	1911	47132277
Latvia	1911	27375367
Lithuania	1911	36715844
Low-income countries	1911	2784682
Lower-middle-income countries	1911	9493673
Mauritania	1911	0
Mexico	1911	5775545
Moldova	1911	6273986
Montenegro	1911	4396373
Netherlands	1911	36800907
New Zealand	1911	4351203
North America	1911	10649185
North America (excl. USA)	1911	20804193
North Korea	1911	3830539
North Macedonia	1911	14734037
Norway	1911	25110497
Oceania	1911	3530919
Papua New Guinea	1911	0
Peru	1911	35941878
Philippines	1911	45978753
Poland	1911	38735087
Portugal	1911	53434503
Romania	1911	48542768
Russia	1911	8534908
Serbia	1911	24419872
Sierra Leone	1911	0
Singapore	1911	0
Slovakia	1911	4539561
Slovenia	1911	18346263
South Africa	1911	26380436
South America	1911	3718151
South Korea	1911	12330522
Spain	1911	7367331
Sweden	1911	23249884
Switzerland	1911	2305075
Taiwan	1911	20831214
Tajikistan	1911	3095078
Trinidad and Tobago	1911	3622459
Turkey	1911	15208448
Turkmenistan	1911	9952278
Tuvalu	1911	0
Ukraine	1911	7462488
United Kingdom	1911	10698935
United States	1911	13743023
Upper-middle-income countries	1911	22458892
Uzbekistan	1911	600895
Vietnam	1911	61144203
World	1911	173124
Zimbabwe	1911	38708532
Africa	1910	12100435
Andorra	1910	0
Argentina	1910	13198675
Armenia	1910	22479475
Asia	1910	11079866
Asia (excl. China and India)	1910	21836285
Australia	1910	40903087
Austria	1910	8945361
Azerbaijan	1910	5940885
Belarus	1910	49031404
Belgium	1910	8251553
Bhutan	1910	0
Bosnia and Herzegovina	1910	10662528
Brazil	1910	18777825
Brunei	1910	0
Bulgaria	1910	14189442
Canada	1910	7371467
Chile	1910	7872081
China	1910	59680074
Cote d'Ivoire	1910	0
Croatia	1910	83982475
Czechia	1910	4142051
Denmark	1910	2546705
Estonia	1910	98967236
Europe	1910	3479813
Europe (excl. EU-27)	1910	34982944
Europe (excl. EU-28)	1910	8208054
European Union (27)	1910	34691546
European Union (28)	1910	44366274
Finland	1910	36394188
France	1910	37331283
Georgia	1910	16287017
Germany	1910	69526906
Greece	1910	13377924
Greenland	1910	0
Guinea	1910	0
High-income countries	1910	5658989
Hungary	1910	15355197
India	1910	7948412
Indonesia	1910	14272492
Ireland	1910	4998787
Italy	1910	7160845
Japan	1910	789576
Kazakhstan	1910	14095774
Kyrgyzstan	1910	45876634
Latvia	1910	26068923
Lithuania	1910	35063225
Low-income countries	1910	23608976
Lower-middle-income countries	1910	912435
Macao	1910	0
Malaysia	1910	8736628
Mauritania	1910	0
Mexico	1910	28649017
Moldova	1910	610736
Montenegro	1910	4068283
Netherlands	1910	35226068
New Zealand	1910	4723806
North America	1910	10807385
North America (excl. USA)	1910	17091042
North Korea	1910	32746077
North Macedonia	1910	13727394
Norway	1910	24751422
Oceania	1910	3324214
Papua New Guinea	1910	0
Peru	1910	32145476
Philippines	1910	65466347
Poland	1910	36632185
Portugal	1910	5550772
Romania	1910	40721238
Russia	1910	83036494
Serbia	1910	22936645
Sierra Leone	1910	0
Singapore	1910	0
Slovakia	1910	4498989
Slovenia	1910	17084002
South Africa	1910	27863219
South America	1910	34133136
South Korea	1910	10505881
Spain	1910	7499924
Sweden	1910	240091
Switzerland	1910	21002643
Taiwan	1910	19069086
Tajikistan	1910	30119452
Trinidad and Tobago	1910	19534793
Turkey	1910	12825508
Turkmenistan	1910	9686851
Tuvalu	1910	0
Ukraine	1910	72649544
United Kingdom	1910	1050297
United States	1910	14104886
Upper-middle-income countries	1910	21387954
Uzbekistan	1910	5847163
Vietnam	1910	71080394
World	1910	1716262
Zimbabwe	1910	33147568
Africa	1909	10735923
Andorra	1909	0
Argentina	1909	9086951
Armenia	1909	23134804
Asia	1909	11003371
Asia (excl. China and India)	1909	2155407
Australia	1909	3426841
Austria	1909	6675106
Azerbaijan	1909	61203027
Belarus	1909	50474405
Belgium	1909	7829825
Bhutan	1909	0
Bosnia and Herzegovina	1909	10884255
Brazil	1909	16485162
Brunei	1909	0
Bulgaria	1909	13693163
Canada	1909	6639268
Chile	1909	66730076
China	1909	58310255
Cote d'Ivoire	1909	0
Croatia	1909	8564205
Czechia	1909	42155213
Denmark	1909	28069208
Estonia	1909	10214485
Europe	1909	34568374
Europe (excl. EU-27)	1909	35168445
Europe (excl. EU-28)	1909	8433574
European Union (27)	1909	34223614
European Union (28)	1909	4393314
Finland	1909	44310105
France	1909	37144277
Georgia	1909	16758987
Germany	1909	7010511
Greece	1909	10517261
Guinea	1909	0
High-income countries	1909	5430668
Hungary	1909	15675647
India	1909	8200695
Indonesia	1909	14131376
Italy	1909	7191808
Japan	1909	77609915
Kazakhstan	1909	14499686
Kyrgyzstan	1909	47208065
Latvia	1909	26493895
Lithuania	1909	35687524
Low-income countries	1909	18863296
Lower-middle-income countries	1909	9327356
Malaysia	1909	6421489
Mauritania	1909	0
Mexico	1909	25595525
Moldova	1909	6285147
Montenegro	1909	4139475
Netherlands	1909	34160914
New Zealand	1909	4201876
North America	1909	10054273
North America (excl. USA)	1909	15260404
North Korea	1909	26342388
North Macedonia	1909	14000951
Norway	1909	24213858
Oceania	1909	28318686
Papua New Guinea	1909	0
Peru	1909	36946017
Philippines	1909	71336646
Poland	1909	37009327
Portugal	1909	54899365
Romania	1909	4131264
Russia	1909	85440207
Serbia	1909	23558909
Sierra Leone	1909	0
Singapore	1909	0
Slovakia	1909	4562859
Slovenia	1909	1741563
South Africa	1909	2498554
South America	1909	27069256
South Korea	1909	84252574
Spain	1909	768789
Sweden	1909	23348954
Switzerland	1909	2194669
Taiwan	1909	15317293
Tajikistan	1909	30986726
Trinidad and Tobago	1909	7745973
Turkey	1909	1332819
Turkmenistan	1909	9967691
Tuvalu	1909	0
Ukraine	1909	74771154
United Kingdom	1909	10493224
United States	1909	13149926
Upper-middle-income countries	1909	20774181
Uzbekistan	1909	6015114
Vietnam	1909	56311063
World	1909	16497104
Zimbabwe	1909	31971204
Africa	1908	9390756
Andorra	1908	0
Argentina	1908	12076936
Armenia	1908	22119467
Asia	1908	107573695
Asia (excl. China and India)	1908	2091382
Australia	1908	4011904
Austria	1908	9252338
Azerbaijan	1908	58576375
Belarus	1908	48272005
Belgium	1908	7910767
Bhutan	1908	0
Bosnia and Herzegovina	1908	10709713
Brazil	1908	16770084
Brunei	1908	0
Bulgaria	1908	13688934
Canada	1908	7115185
Chile	1908	70630604
China	1908	55020537
Cote d'Ivoire	1908	0
Croatia	1908	84116004
Czechia	1908	42714
Denmark	1908	2567322
Estonia	1908	9793627
Europe	1908	34793112
Europe (excl. EU-27)	1908	34939415
Europe (excl. EU-28)	1908	81200415
European Union (27)	1908	34709232
European Union (28)	1908	4432783
Finland	1908	49075708
France	1908	3630096
Georgia	1908	16020647
Germany	1908	710769
Greece	1908	13776809
Guinea	1908	0
High-income countries	1908	5268042
Hungary	1908	1433656
India	1908	8500604
Indonesia	1908	13103548
Italy	1908	6553477
Japan	1908	7725069
Kazakhstan	1908	13856564
Kyrgyzstan	1908	45130354
Latvia	1908	25254005
Lithuania	1908	34020898
Low-income countries	1908	0
Lower-middle-income countries	1908	928196
Malaysia	1908	35729818
Mauritania	1908	0
Mexico	1908	26316717
Moldova	1908	60090274
Montenegro	1908	4074722
Netherlands	1908	32914963
New Zealand	1908	41892877
North America	1908	9295028
North America (excl. USA)	1908	16146055
North Macedonia	1908	13753633
Norway	1908	24192793
Oceania	1908	31917098
Papua New Guinea	1908	0
Peru	1908	30057886
Philippines	1908	24183611
Poland	1908	36158361
Portugal	1908	5441126
Romania	1908	37548906
Russia	1908	8167378
Serbia	1908	23280756
Sierra Leone	1908	0
Singapore	1908	0
Slovakia	1908	4607488
Slovenia	1908	1709936
South Africa	1908	22070045
South America	1908	30670235
Spain	1908	7545255
Sweden	1908	2551662
Switzerland	1908	22008965
Taiwan	1908	13092737
Tajikistan	1908	2961625
Turkey	1908	11766262
Turkmenistan	1908	9528705
Tuvalu	1908	0
Ukraine	1908	7149281
United Kingdom	1908	10481716
United States	1908	12090888
Upper-middle-income countries	1908	19922225
Uzbekistan	1908	57487
Venezuela	1908	12399139
Vietnam	1908	52899763
World	1908	15976069
Zimbabwe	1908	31334168
Africa	1907	909625
Andorra	1907	0
Argentina	1907	10294871
Armenia	1907	22188754
Asia	1907	9937998
Asia (excl. China and India)	1907	2014671
Australia	1907	3757618
Austria	1907	66482067
Azerbaijan	1907	58819944
Belarus	1907	4843636
Belgium	1907	806343
Bhutan	1907	0
Bosnia and Herzegovina	1907	10066286
Brazil	1907	16449001
Brunei	1907	0
Bulgaria	1907	10539695
Canada	1907	72467875
Chile	1907	6342531
China	1907	4840261
Cote d'Ivoire	1907	0
Croatia	1907	7885567
Czechia	1907	4223951
Denmark	1907	2094084
Estonia	1907	98514444
Europe	1907	34537086
Europe (excl. EU-27)	1907	35904257
Europe (excl. EU-28)	1907	8065638
European Union (27)	1907	3375369
European Union (28)	1907	4399297
Finland	1907	31243137
France	1907	36069126
Georgia	1907	1606808
Germany	1907	7143025
Greece	1907	8157777
Guinea	1907	0
High-income countries	1907	55779967
Hungary	1907	136754
India	1907	74727364
Indonesia	1907	1276842
Italy	1907	6477283
Japan	1907	728403
Kazakhstan	1907	13893272
Kyrgyzstan	1907	4526612
Latvia	1907	25506517
Lithuania	1907	3431444
Low-income countries	1907	0
Lower-middle-income countries	1907	8677187
Malaysia	1907	35158284
Mauritania	1907	0
Mexico	1907	1595278
Moldova	1907	602761
Montenegro	1907	384571
Netherlands	1907	32774491
New Zealand	1907	42305217
North America	1907	1074507
North America (excl. USA)	1907	15794287
North Macedonia	1907	12895681
Norway	1907	20375307
Oceania	1907	3027907
